Joint1Tx, Joint1Ty, Joint1Tz, Joint2Tx, Joint2Ty, Joint2Tz, Joint3Tx, Joint3Ty, Joint3Tz, Joint1Ix, Joint1Iy, Joint1Iz, Joint2Ix, Joint2Iy, Joint2Iz, Joint3Ix, Joint3Iy, Joint3Iz, Joint1Mx, Joint1My, Joint1Mz, Joint2Mx, Joint2My, Joint2Mz, Joint3Mx, Joint3My, Joint3Mz,ThumbClosure, IndexClosure, MiddleClosure, ThumbAbduction
-47.50464,140.4221,-27.29877,-24.22507,128.2149,-14.90707,-13.22989,125.7237,-10.56174,44.76271,-87.04987,-5.483276,83.02161,107.7937,-166.6552,31.39099,92.00109,-178.2041,30.23658,-78.6131,3.618856,67.84216,-70.23413,12.07968,70.56123,82.30081,163.9175,0.3960784,0.5058824,0.345098,1
-47.50464,140.4221,-27.29877,-26.71701,128.9579,-15.22668,-17.92987,126.8135,-10.87247,45.31983,-87.10089,-5.450714,81.6982,105.3014,-169.0724,29.36379,91.89365,-178.1902,26.61186,-79.02301,3.228543,60.69096,-73.57632,8.931576,81.29385,60.88501,142.885,0.345098,0.5176471,0.3019608,1
-47.50464,140.4221,-27.29877,-28.2887,129.4439,-15.45114,-20.88675,127.5305,-11.11884,43.08615,-86.89612,-5.582733,86.80047,127.3251,-147.3526,37.4881,92.33018,-178.2314,23.62564,-79.33289,2.926522,54.82441,-75.33691,7.317169,84.20532,-18.98099,63.31031,0.3137255,0.4862745,0.2666667,1
-47.50464,140.4221,-27.29874,-28.68607,129.5691,-15.51086,-21.63345,127.7162,-11.18777,34.60812,-86.1077,-6.119141,71.87224,-91.77234,-7.689575,68.1974,94.56691,-177.6791,17.9487,-79.86224,2.390582,43.78584,-77.5062,5.391132,68.93114,-68.79279,14.00245,0.3058824,0.3686275,0.2,1
-47.23148,141.917,-27.71304,-28.47101,130.9375,-15.88351,-21.4292,129.0381,-11.54697,28.32582,-85.50336,-6.554749,56.69276,-88.3956,-5.3508,88.99323,-126.2749,-39.74103,12.58208,-80.30084,1.918528,33.51023,-78.82373,4.260018,52.70867,-75.38104,7.841592,0.3058824,0.282353,0.1372549,0.9843137
-47.02026,143.0396,-28.01767,-28.30334,131.9686,-16.16068,-21.26978,130.0349,-11.81464,24.03195,-85.07578,-6.87323,46.37912,-87.09372,-4.839233,73.925,-87.88062,-2.215088,7.215118,-80.68777,1.469388,23.39438,-79.76181,3.461975,36.65694,-78.09219,5.518305,0.3098039,0.227451,0.07450981,0.972549
-46.62506,144.816,-28.4957,-26.60324,133.1503,-16.40091,-18.37006,130.9337,-12.01465,25.46327,-85.21982,-6.765106,49.8096,-87.48962,-4.963196,79.00277,-89.16901,-3.208832,7.21512,-80.68777,1.469382,23.39438,-79.76181,3.461977,36.65694,-78.09219,5.518304,0.3333333,0.2470588,0.07843138,0.9490196
-46.28482,146.1895,-28.85828,-25.35339,134.095,-16.61096,-16.276,131.6694,-12.20822,39.71198,-86.58502,-5.789459,84.11536,-104.5047,-19.65768,49.73902,93.046,-178.2031,17.27865,-79.92007,2.330049,42.49416,-77.69958,5.223376,66.90907,-70.10773,12.74328,0.3529412,0.4627451,0.2,0.9372549
-46.20984,146.5693,-28.95334,-25.48639,134.5079,-16.72687,-16.5831,132.1002,-12.32233,51.65619,-87.6806,-5.097473,66.33839,96.4516,-177.0969,6.285963,90.67263,-177.8854,26.61186,-79.02301,3.228546,60.69094,-73.57632,8.931579,81.29385,60.88501,142.885,0.3490196,0.6078432,0.3019608,0.9333333
-45.97159,147.6765,-29.229,-25.48621,135.5942,-17.01706,-16.76398,133.1792,-12.60678,55.70858,-88.05463,-4.889313,56.47317,94.74443,-178.2971,-8.47113,89.82069,-177.5344,33.8274,-78.16489,4.036833,74.88361,-63.88089,18.22242,59.03105,88.44746,169.6454,0.345098,0.6705883,0.4039216,0.9215686
-45.91129,148.1128,-29.33133,-26.02261,136.1949,-17.19446,-17.81808,133.8664,-12.78662,57.57523,-88.229,-4.798706,51.93537,94.18473,-178.627,-15.26129,89.38483,-177.3167,42.45823,-76.86707,5.218198,83.86275,44.26956,125.7891,30.23078,93.98217,173.946,0.3333333,0.6941177,0.4941176,0.9176471
-45.73849,148.8177,-29.50436,-25.68475,136.7834,-17.33621,-17.31503,134.3969,-12.92255,58.37019,-88.30389,-4.76123,50.00484,93.97202,-178.7424,-18.15085,89.18719,-177.2101,46.19379,-76.1774,5.8379,77.39029,74.85802,156.0879,17.43292,95.32304,174.6035,0.3333333,0.7058824,0.5450981,0.9098039
-45.57968,149.5768,-29.68427,-25.7493,137.5565,-17.5387,-17.55771,135.1799,-13.1232,58.37017,-88.30389,-4.76123,50.00484,93.97202,-178.7424,-18.15085,89.18719,-177.2101,48.64488,-75.66901,6.293716,72.41752,81.74044,162.7669,8.939332,96.09682,174.8546,0.3333333,0.7058824,0.572549,0.9019608
-45.60608,149.6666,-29.70084,-26.36081,137.8431,-17.63565,-18.68573,135.5708,-13.228,57.57523,-88.22903,-4.798706,51.93538,94.18475,-178.627,-15.26129,89.38483,-177.3166,48.94892,-75.60242,6.35342,71.7859,82.3397,163.3401,7.880568,96.1896,174.8775,0.3254902,0.6941177,0.5764706,0.9058824
-45.86057,148.5833,-29.43988,-26.76831,136.9006,-17.40921,-19.25684,134.6969,-13.01093,56.51054,-88.1293,-4.849945,54.52283,94.49227,-178.4503,-11.38922,89.63779,-177.446,49.55546,-75.46701,6.4748,70.5189,83.42466,164.3727,5.765173,96.37324,174.918,0.3176471,0.6784314,0.5843138,0.9137255
-45.9566,148.2622,-29.35913,-27.24359,136.7376,-17.38843,-20.07587,134.6149,-13.00067,55.17229,-88.00479,-4.915985,57.77784,94.92464,-178.1833,-6.519257,89.9398,-177.5896,48.94891,-75.60242,6.353426,71.78592,82.3397,163.3401,7.88057,96.18959,174.8775,0.3098039,0.6588235,0.5764706,0.9176471
-46.20685,147.1835,-29.09064,-27.84662,135.8698,-17.19073,-21.01837,133.8494,-12.82007,53.82606,-87.88022,-4.984161,61.05457,95.42726,-177.8482,-1.617737,90.22913,-177.7155,48.64488,-75.66901,6.293733,72.41754,81.74044,162.7669,8.939336,96.09683,174.8546,0.3019608,0.6392157,0.572549,0.9294118
-45.73196,149.4415,-29.6409,-27.45663,137.9778,-17.71985,-20.64539,135.8953,-13.33615,52.74349,-87.78052,-5.040192,63.6905,95.89783,-177.5133,2.325036,90.45339,-177.805,48.64488,-75.66901,6.29372,72.41753,81.74045,162.7669,8.939334,96.09683,174.8546,0.3019608,0.6235294,0.5764706,0.9098039
-45.96426,148.2873,-29.36398,-27.44876,136.8297,-17.42236,-20.45483,134.7423,-13.03952,52.4721,-87.75555,-5.054382,64.35138,96.02743,-177.4179,3.313607,90.50863,-177.826,47.72956,-75.86462,6.118338,74.3023,79.66187,160.7656,12.11983,95.81398,174.7751,0.3058824,0.6196079,0.5607843,0.9176471
-46.05823,147.9601,-29.28159,-27.92484,136.6626,-17.40311,-21.2767,134.657,-13.03369,51.92846,-87.7056,-5.083038,65.67537,96.30385,-177.2101,5.294095,90.61822,-177.8662,46.8096,-76.0542,5.948381,76.16563,77.03252,158.2124,15.30597,95.52283,174.6783,0.2980392,0.6117647,0.5490196,0.9215686
-45.9006,148.7153,-29.46555,-27.79538,137.3682,-17.5799,-21.1528,135.3424,-13.20612,51.92846,-87.7056,-5.083038,65.67535,96.30386,-177.2101,5.294093,90.61822,-177.8662,44.02298,-76.58948,5.467916,81.45885,62.50372,143.9049,24.89215,94.5765,174.2684,0.2980392,0.6117647,0.5137255,0.9137255
-45.56915,150.1942,-29.81863,-27.32181,138.6832,-17.89349,-20.5163,136.5806,-13.50598,51.92846,-87.7056,-5.083038,65.67537,96.30385,-177.2101,5.294089,90.61821,-177.8662,43.39847,-76.70215,5.366648,82.50278,56.61764,138.0666,27.02676,94.34606,174.1488,0.2980392,0.6117647,0.5019608,0.8980392
-44.91962,153.2883,-30.51718,-27.17798,141.7429,-18.64862,-20.74329,139.6404,-14.26068,50.29057,-87.55548,-5.170868,69.66328,97.31075,-176.4117,11.26117,90.94144,-177.974,37.37796,-77.67328,4.488058,81.46574,-47.46542,34.41147,47.32819,91.4403,172.1761,0.2941177,0.5882353,0.4313726,0.8666667
-44.94363,153.3743,-30.53516,-27.59918,141.9706,-18.72656,-21.51337,139.948,-14.35272,49.19311,-87.45502,-5.230957,72.3334,98.19768,-175.666,15.25935,91.15365,-178.0358,35.76947,-77.9025,4.278435,78.58468,-57.2356,24.74618,52.65862,90.28313,171.235,0.2862745,0.572549,0.4117647,0.8666667
-44.75967,154.0911,-30.69046,-27.2431,142.5771,-18.8544,-20.98816,140.4968,-14.47073,50.01663,-87.5304,-5.185791,70.33006,97.51246,-176.2451,12.25926,90.9947,-177.9902,36.09191,-77.85745,4.319731,79.1814,-55.6976,26.26346,51.59365,90.53636,171.4458,0.2980392,0.5843138,0.4156863,0.854902
-44.33459,156.0422,-31.09875,-27.08206,144.5083,-19.3053,-21.01498,142.427,-14.92386,50.29056,-87.55548,-5.170868,69.66327,97.31077,-176.4117,11.26117,90.94144,-177.974,35.44667,-77.94717,4.23743,77.98071,-58.62161,23.38075,53.72289,90.01706,171.0108,0.2862745,0.5882353,0.4078431,0.8392157
-43.9903,157.6235,-31.41565,-26.98746,146.096,-19.66827,-21.10532,144.0255,-15.29178,50.29056,-87.55548,-5.170868,69.66327,97.31074,-176.4117,11.26117,90.94144,-177.974,35.76945,-77.9025,4.278425,78.58468,-57.23563,24.74616,52.65861,90.28313,171.235,0.282353,0.5882353,0.4117647,0.8196079
-43.89944,158.0052,-31.48996,-26.90912,146.462,-19.74747,-21.0296,144.384,-15.37042,46.15382,-87.17719,-5.402405,79.69798,102.7455,-171.5168,26.32826,91.73388,-178.1654,29.25111,-78.72852,3.509876,65.89721,-71.33417,11.03422,73.63162,79.2181,160.9426,0.282353,0.5294118,0.3333333,0.8196079
-43.33649,161.0312,-32.06552,-27.42889,149.7654,-20.51785,-22.44058,147.8654,-16.18613,38.58172,-86.48013,-5.860687,81.4483,-98.70044,-14.01758,53.8352,93.31536,-178.1575,20.29083,-79.65262,2.606357,48.31994,-76.74246,6.06006,75.90573,-61.28821,21.30627,0.2627451,0.4235294,0.227451,0.7921569
-43.57355,160.4626,-31.97244,-28.24582,149.4543,-20.50912,-23.78003,147.7092,-16.21436,32.61301,-85.91809,-6.253784,67.0451,-90.33032,-6.564087,75.3803,95.69286,-176.938,14.93132,-80.1156,2.121783,37.98866,-78.30652,4.701047,59.80561,-73.34488,9.695908,0.2509804,0.3372549,0.1607843,0.8
-44.05066,159.3368,-31.78397,-30.09836,148.9392,-20.54913,-26.86362,147.5653,-16.3674,27.75344,-85.44711,-6.596191,55.31425,-88.19864,-5.254974,87.11032,-99.09772,-12.67715,10.56832,-80.45172,1.747813,29.69588,-79.21021,3.93179,46.65535,-76.61804,6.754422,0.2235294,0.2745098,0.1137255,0.8156863
-44.10126,161.0384,-32.17328,-32.85959,151.7334,-21.48895,-31.95425,151.106,-17.63123,16.60807,-84.29987,-7.469452,28.73098,-85.3201,-4.644958,47.80251,-85.2262,-1.221985,4.204319,-80.8844,1.224159,17.78876,-80.17899,3.100675,27.77562,-79.04407,4.768426,0.172549,0.1215686,0.03921569,0.8078431
-44.32843,161.1599,-32.24606,-34.75769,152.6135,-21.95291,-35.29559,152.5393,-18.39182,8.1398,-83.34003,-8.233765,8.956543,-83.41302,-5.024719,18.55217,-83.18979,-1.566956,0.8716679,-81.08597,0.9562487,11.64044,-80.57208,2.747973,18.0558,-79.85117,4.17228,0.1411765,0.003921569,0,0.8117647
-44.34641,161.2288,-32.26627,-34.98718,152.7795,-22.02606,-35.70602,152.7803,-18.50842,7.86029,-83.3067,-8.260773,8.311194,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,0.8716606,-81.08597,0.9562405,11.64043,-80.57208,2.747966,18.0558,-79.85117,4.172276,0.1372549,0,0,0.8117647
-44.63724,159.3429,-31.87357,-34.81384,150.7413,-21.51883,-35.1701,150.5902,-17.91333,7.86028,-83.3067,-8.260773,8.31119,-83.34735,-5.04657,17.59778,-83.11975,-1.5896,0.871662,-81.08597,0.9562507,11.64042,-80.57208,2.74797,18.0558,-79.85117,4.172279,0.145098,0,0,0.827451
-44.37555,160.5869,-32.11975,-34.37225,151.8588,-21.72037,-34.54825,151.6383,-18.07635,8.979544,-83.43951,-8.153351,10.8984,-83.60858,-4.962646,21.42401,-83.39767,-1.503143,0.8716651,-81.08597,0.9562438,11.64043,-80.57208,2.747961,18.05581,-79.85117,4.172277,0.1529412,0.03137255,0,0.8156863
-43.97354,162.8407,-32.56512,-34.23206,154.1612,-22.23376,-34.58984,154.0166,-18.63315,19.17233,-84.57382,-7.2565,34.79704,-85.90082,-4.644348,56.7793,-85.90512,-1.296112,7.885254,-80.64206,1.524527,24.64877,-79.65961,3.549427,38.64635,-77.83997,5.724086,0.145098,0.1568628,0.08235294,0.7960784
-43.93842,164.2721,-32.89514,-35.69797,156.276,-22.95349,-37.31921,156.6922,-19.68484,29.75621,-85.64294,-6.452515,60.14189,-88.93561,-5.643341,85.60395,102.0473,-171.1379,15.60226,-80.06079,2.180744,39.27336,-78.14325,4.84097,61.8366,-72.58228,10.4051,0.1176471,0.3019608,0.172549,0.7882353
-44.48264,163.2802,-32.80356,-38.55972,156.5011,-23.54205,-42.17218,157.9545,-20.9718,34.60812,-86.1077,-6.119141,71.87226,-91.77237,-7.689575,68.19738,94.56692,-177.679,19.6222,-79.71368,2.544064,47.02256,-76.97589,5.854516,73.93906,-64.08865,18.5641,0.07058824,0.372549,0.2196078,0.8078431
-44.90485,162.5608,-32.7478,-41.12125,156.9877,-24.22449,-46.54004,159.6249,-22.54489,38.01569,-86.42746,-5.896729,80.0946,-96.95062,-12.35101,55.88499,93.45932,-178.1248,22.29356,-79.46375,2.796645,52.2197,-75.95328,6.761963,81.4493,-45.36896,37.04605,0.03529412,0.4156863,0.2509804,0.8156863
-45.26807,160.1354,-32.22275,-41.44684,154.5792,-23.68661,-46.88367,157.1584,-21.97766,40.55796,-86.6633,-5.736816,86.03059,-113.7827,-28.81458,46.6704,92.85646,-178.2233,25.94969,-79.09378,3.160176,59.38726,-74.02261,8.518769,82.88705,50.55291,132.6193,0.02745098,0.454902,0.2980392,0.8352941
-45.427,158.5213,-31.8429,-40.92831,152.6157,-23.06671,-45.83353,154.7771,-21.0433,42.80601,-86.87042,-5.599548,87.33759,135.698,-139.0184,38.50637,92.38636,-178.2337,29.57987,-78.69037,3.545978,66.54617,-70.98706,11.36326,72.61419,80.3628,162.0517,0.04705882,0.4823529,0.3372549,0.8470588
-45.427,158.5213,-31.84286,-40.92831,152.6157,-23.06668,-45.8335,154.7771,-21.0433,45.31982,-87.10086,-5.450714,81.69826,105.3014,-169.0724,29.36379,91.89365,-178.1902,31.54659,-78.45477,3.767385,70.42374,-68.44034,13.79879,66.40368,85.19041,166.6593,0.05098039,0.5176471,0.3647059,0.854902
-45.69238,157.2902,-31.58685,-42.04388,151.8812,-23.12137,-47.68329,154.518,-21.47604,45.87603,-87.15176,-5.418427,80.36606,103.4828,-170.8165,27.33939,91.78698,-178.1742,33.17733,-78.24945,3.958537,73.61993,-65.43085,16.71195,61.14628,87.67513,168.9521,0.03137255,0.5254902,0.3803922,0.8588235
-45.94696,155.3648,-31.1366,-42.26779,149.9742,-22.66763,-47.92227,152.5562,-20.99097,47.81536,-87.32907,-5.30777,75.68003,99.71976,-174.3232,20.27799,91.41719,-178.1021,35.1235,-77.99146,4.196738,77.37063,-59.87585,22.14697,54.7864,89.73696,170.7723,0.03137255,0.5529412,0.4039216,0.8745098
-46.06924,154.406,-30.90811,-42.37463,149.0255,-22.43842,-48.03659,151.5791,-20.74521,48.64279,-87.40472,-5.261475,73.6711,98.73778,-175.1973,17.26411,91.25919,-178.0637,38.97691,-77.43378,4.705959,83.87494,-29.11493,52.6538,41.9879,92.38061,172.8894,0.03137255,0.5647059,0.4509804,0.8823529
-47.09985,144.4022,-28.36752,-40.58472,137.9043,-19.09399,-44.08621,138.9357,-16.27649,57.04357,-88.17917,-4.824158,53.22723,94.33482,-178.5422,-13.32797,89.5127,-177.383,49.55547,-75.46704,6.474787,70.51888,83.42467,164.3727,5.765174,96.37325,174.918,0.09019608,0.6980392,0.6039216,0.9764706
-47.50464,140.4221,-27.29874,-30.90247,130.2864,-15.86737,-25.79205,128.79,-11.62622,61.25799,-88.57968,-4.631348,43.00417,93.29084,-179.072,-28.63354,88.38599,-176.7325,53.14871,-74.58813,7.263659,62.8658,87.86443,168.4865,-6.85672,97.44787,175.0227,0.2627451,0.7490196,0.6313726,1
-47.50464,140.4221,-27.29874,-18.43289,126.5946,-14.31696,-2.243469,123.3272,-10.1723,63.07273,-88.75696,-4.555359,38.61648,92.91674,-179.226,-35.20682,87.78944,-176.3347,54.03431,-74.34863,7.479099,60.94945,88.62646,169.1641,-9.990631,97.71645,175.013,0.5450981,0.7803922,0.6509804,1
-47.50467,140.4221,-27.29877,-15.39651,125.7916,-14.08322,3.556343,122.0989,-10.13907,64.35767,-88.88492,-4.5047,35.51603,92.67014,-179.317,-39.85275,87.30399,-175.9883,58.38158,-73.00616,8.692046,51.4083,91.39259,171.4888,-25.50327,99.13818,174.7322,0.5921569,0.7960784,0.7019608,1
-47.50464,140.4221,-27.29877,-15.39648,125.7916,-14.08325,3.556347,122.0989,-10.13907,66.39332,-89.09268,-4.430511,30.6158,92.30344,-179.4367,-47.19623,86.38081,-175.2833,62.31078,-71.4776,10.08621,42.6144,93.091,172.7455,-39.70291,100.7572,174.0124,0.5921569,0.827451,0.7568628,1
-47.32104,141.0215,-27.49362,-15.08853,126.2521,-14.25247,4.002711,122.4758,-10.32425,68.90187,-89.35999,-4.351776,24.59883,91.88248,-179.5519,-56.20938,84.82114,-173.99,63.40943,-70.97812,10.54496,40.12804,93.4875,173.0103,-43.70251,101.3207,173.685,0.5960785,0.8705882,0.7764706,0.9960784
-46.35156,143.9156,-28.42587,-13.03033,128.3363,-15.06418,7.182953,124.0448,-11.28107,71.36916,-89.63992,-4.292542,18.70633,91.49244,-179.6383,-65.01752,82.37798,-171.8072,64.76709,-70.30637,11.16436,37.03848,93.94379,173.2983,-48.66226,102.1261,173.1643,0.627451,0.9058824,0.7921569,0.9529412
-46.35156,143.9156,-28.42587,-13.03033,128.3363,-15.06418,7.182948,124.0448,-11.28107,71.61358,-89.66885,-4.287903,18.12408,91.45481,-179.6456,-65.88562,82.04933,-171.5043,65.30521,-70.02142,11.42792,35.80868,94.11574,173.4018,-50.63312,102.4885,172.9129,0.6313726,0.9098039,0.8,0.9490196
-45.94174,145.0277,-28.77933,-12.22849,129.139,-15.39072,8.394528,124.6348,-11.6759,72.58694,-89.78656,-4.272034,15.80793,91.30644,-179.6728,-69.33194,80.48875,-170.0463,65.84044,-69.72641,11.70131,34.58242,94.28233,173.4993,-52.59619,102.8794,172.6315,0.6392157,0.9254902,0.8078431,0.9372549
-45.73026,145.5666,-28.95255,-11.74545,129.5021,-15.55045,9.152532,124.8738,-11.88171,73.07105,-89.8468,-4.2659,14.65762,91.23345,-179.6852,-71.03778,79.51584,-169.1244,66.63783,-69.26373,12.13105,32.74988,94.52303,173.635,-55.52551,103.5295,172.1429,0.6470588,0.9333333,0.8196079,0.9294118
-45.73022,145.5666,-28.95255,-11.74542,129.5021,-15.55045,9.152526,124.8738,-11.88171,73.07105,-89.8468,-4.2659,14.65761,91.23345,-179.6852,-71.03778,79.51584,-169.1244,66.10699,-69.57495,11.84187,33.97065,94.36372,173.5459,-53.57471,103.0869,172.4781,0.6470588,0.9333333,0.8117647,0.9294118
-45.83643,145.2982,-28.86624,-11.98706,129.3214,-15.47049,8.773705,124.7556,-11.77841,72.58693,-89.78656,-4.272064,15.80793,91.30644,-179.6728,-69.33194,80.48874,-170.0463,65.30521,-70.02142,11.42793,35.80868,94.11575,173.4018,-50.63312,102.4885,172.9129,0.6431373,0.9254902,0.8,0.9333333
-46.14648,144.4692,-28.60434,-12.54971,128.7126,-15.22336,7.941877,124.3014,-11.48178,72.10112,-89.72726,-4.279388,16.96342,91.38021,-179.6596,-67.61426,81.32372,-170.8301,65.30521,-70.02142,11.42792,35.80868,94.11575,173.4018,-50.63312,102.4885,172.9129,0.6313726,0.9137255,0.8039216,0.9490196
-45.83643,145.2982,-28.86624,-11.98706,129.3214,-15.47049,8.773696,124.7556,-11.77841,71.61355,-89.66885,-4.287872,18.12408,91.4548,-179.6456,-65.88565,82.04934,-171.5043,66.37276,-69.42078,11.98507,33.35981,94.44394,173.5911,-54.55115,103.3033,172.3155,0.6431373,0.9098039,0.8156863,0.9333333
-45.3024,146.6379,-29.29016,-10.9357,130.2686,-15.87778,10.36322,125.416,-12.29001,70.38727,-89.52606,-4.313538,21.04815,91.64532,-179.6067,-61.5209,83.51193,-172.8376,66.37277,-69.42075,11.98507,33.35981,94.44394,173.5911,-54.55115,103.3033,172.3155,0.6588235,0.8901961,0.8156863,0.9137255
-45.08698,147.1735,-29.45422,-10.60794,130.6756,-16.04431,10.81831,125.7244,-12.49017,68.15358,-89.27875,-4.373627,26.39103,92.00507,-179.5208,-53.52579,85.35332,-174.4429,65.5732,-69.87521,11.56334,35.19509,94.19969,173.4513,-51.61566,102.6801,172.7762,0.6627451,0.854902,0.8039216,0.9058824
-45.93796,145.0146,-28.78024,-12.06824,129.0814,-15.38309,8.69955,124.5479,-11.68567,60.21289,-88.47906,-4.677155,45.53531,93.5232,-178.9666,-24.84265,88.69344,-176.924,57.80992,-73.20068,8.515644,52.67463,91.09631,171.2532,-23.45139,98.93638,174.7942,0.6431373,0.7176471,0.6627451,0.9333333
-47.50464,140.4221,-27.29874,-17.06332,126.2291,-14.20554,0.368688,122.7733,-10.14304,53.28539,-87.83038,-5.012024,62.37097,95.65365,-177.6894,0.3513328,90.34196,-177.7615,46.19378,-76.1774,5.837901,77.39027,74.85798,156.0879,17.43292,95.32304,174.6035,0.5411765,0.6196079,0.5294118,1
-47.50464,140.4221,-27.29877,-19.48093,126.8784,-14.40915,-4.238434,123.7525,-10.21057,45.31982,-87.10089,-5.450714,81.69818,105.3014,-169.0725,29.3638,91.89365,-178.1902,35.44666,-77.94714,4.237435,77.98074,-58.62164,23.38071,53.7229,90.01707,171.0108,0.4862745,0.509804,0.3921569,1
-47.50464,140.4221,-27.29874,-28.88541,129.6323,-15.54129,-22.00787,127.81,-11.22345,31.18541,-85.78119,-6.352203,63.5934,-89.56631,-6.033691,80.50375,97.27311,-175.634,19.28771,-79.74387,2.513112,46.3744,-77.08777,5.756325,72.94566,-65.24734,17.43427,0.3019608,0.3215686,0.2156863,1
-47.50464,140.4221,-27.29877,-39.58582,133.4916,-17.72256,-41.97784,133.9906,-14.53387,24.60442,-85.13361,-6.829742,47.75023,-87.2486,-4.884277,75.95482,-88.30334,-2.519287,12.58208,-80.30084,1.918526,33.51023,-78.82373,4.260016,52.70867,-75.38104,7.841598,0.04313726,0.2078431,0.1254902,1
-47.50464,140.4221,-27.29877,-45.37787,136.1356,-19.51068,-52.64145,139.1881,-18.31503,18.60184,-84.51346,-7.303192,33.4446,-85.76993,-4.639221,54.77769,-85.74542,-1.267639,7.550146,-80.66501,1.496915,24.0212,-79.71115,3.505337,37.65096,-77.96829,5.61907,0,0.1490196,0.07843138,1
-47.50464,140.4221,-27.29874,-45.37787,136.1356,-19.51071,-52.64145,139.1881,-18.31503,16.32364,-84.26904,-7.493561,28.06028,-85.25659,-4.648621,46.81012,-85.15555,-1.220978,4.204315,-80.8844,1.224159,17.78876,-80.17899,3.10068,27.77562,-79.04407,4.768417,0,0.1176471,0.03921569,1
-47.50464,140.4221,-27.29874,-45.37787,136.1356,-19.51068,-52.64145,139.1881,-18.31503,16.89257,-84.3306,-7.445435,29.40236,-85.38373,-4.641998,48.79591,-85.29752,-1.224213,3.870369,-80.90533,1.197176,17.17002,-80.22141,3.063367,26.79637,-79.13483,4.699405,0,0.1254902,0.03529412,1
-47.1864,144.6101,-28.43359,-45.11826,140.2864,-20.63373,-52.33862,143.5513,-19.58804,14.90346,-84.1138,-7.615479,24.71757,-84.94073,-4.676849,41.86451,-84.81046,-1.232239,3.202909,-80.94669,1.143346,15.9351,-80.30408,2.990213,24.84262,-79.3089,4.56836,0,0.1215686,0.03529412,0.9647059
-47.50464,140.4221,-27.29877,-45.37787,136.1356,-19.51068,-52.64145,139.1881,-18.315,28.03964,-85.47525,-6.575439,56.00342,-88.29596,-5.301544,88.0932,-106.0464,-19.56912,12.58208,-80.30084,1.918525,33.51022,-78.82373,4.260013,52.70868,-75.38104,7.841586,0,0.3058824,0.1529412,1
-47.50464,140.4221,-27.29874,-39.36691,133.4011,-17.66507,-41.5722,133.8307,-14.4288,49.46788,-87.48016,-5.21582,71.66512,97.95444,-175.8738,14.25836,91.10076,-178.0211,22.62683,-79.4314,2.828888,52.87059,-75.80676,6.893394,82.26061,-40.59546,41.78892,0.1254902,0.5960785,0.2666667,1
-47.50464,140.4221,-27.29877,-30.09052,130.0198,-15.73206,-24.26984,128.3885,-11.45462,57.57524,-88.22903,-4.798706,51.93538,94.18473,-178.627,-15.26129,89.38483,-177.3166,34.47614,-78.07892,4.116214,76.13513,-62.05515,20.00818,56.91084,89.12931,170.2467,0.2784314,0.6941177,0.3960784,1
-47.50464,140.4221,-27.29877,-24.79318,128.3815,-14.9762,-14.3027,125.9679,-10.62442,61.77834,-88.63019,-4.60907,41.74504,93.18006,-179.1196,-30.51962,88.22389,-176.6277,45.26635,-76.35754,5.676265,79.18737,70.69418,151.9983,20.62715,95.01311,174.4746,0.3921569,0.7647059,0.5411765,1
-47.50467,140.4221,-27.29874,-20.18948,127.0723,-14.47495,-5.585297,124.0414,-10.24426,65.12398,-88.96234,-4.47583,33.6696,92.52898,-179.3652,-42.61981,86.98214,-175.7489,55.20689,-74.01538,7.779304,58.39693,89.5098,169.9328,-14.15393,98.07951,174.9772,0.4823529,0.8078431,0.6588235,1
-47.50464,140.4221,-27.29874,-16.89438,126.1844,-14.19247,0.6913395,122.705,-10.14105,68.15362,-89.27875,-4.373596,26.39103,92.00507,-179.5208,-53.52579,85.35333,-174.443,63.68235,-70.84814,10.66458,39.50843,93.58202,173.0715,-44.69809,101.4718,173.5917,0.5568628,0.854902,0.7764706,1
-47.50464,140.4221,-27.29877,-15.39648,125.7916,-14.08325,3.556341,122.0989,-10.13907,70.38727,-89.52606,-4.313538,21.04814,91.64531,-179.6067,-61.5209,83.51192,-172.8376,66.63783,-69.26373,12.13105,32.74988,94.52302,173.635,-55.52551,103.5295,172.1429,0.5921569,0.9058824,0.827451,1
-47.50467,140.4221,-27.29877,-15.39651,125.7916,-14.08325,3.55635,122.0989,-10.13907,72.58694,-89.78656,-4.272064,15.80793,91.30644,-179.6728,-69.33191,80.48874,-170.0463,68.47217,-68.0784,13.23736,28.5071,95.04753,173.9085,-62.28348,105.467,170.5712,0.5921569,0.9254902,0.8470588,1
-47.50464,140.4221,-27.29874,-15.39648,125.7916,-14.08325,3.556346,122.0989,-10.13907,74.27383,-90.00211,-4.256348,11.80467,91.05416,-179.7131,-75.24042,76.18192,-165.9173,70.52175,-66.50549,14.71629,23.71799,95.59567,174.1589,-69.84854,108.9988,167.4415,0.5921569,0.9529412,0.8784314,1
-47.50464,140.4221,-27.29874,-15.39648,125.7916,-14.08325,3.556343,122.0989,-10.13907,77.11575,-90.41263,-4.277496,5.091911,90.63927,-179.7633,-84.46948,48.97803,-139.0142,73.0083,-64.10849,16.9903,17.82678,96.22324,174.3968,-78.91068,119.365,157.5594,0.5921569,1,0.9176471,1
