Joint1Tx, Joint1Ty, Joint1Tz, Joint2Tx, Joint2Ty, Joint2Tz, Joint3Tx, Joint3Ty, Joint3Tz, Joint1Ix, Joint1Iy, Joint1Iz, Joint2Ix, Joint2Iy, Joint2Iz, Joint3Ix, Joint3Iy, Joint3Iz, Joint1Mx, Joint1My, Joint1Mz, Joint2Mx, Joint2My, Joint2Mz, Joint3Mx, Joint3My, Joint3Mz,ThumbClosure, IndexClosure, MiddleClosure, ThumbAbduction
-27.27274,171.0096,-36.81561,14.86072,145.1666,-28.23557,43.9201,126.3984,-34.22729,77.11572,-90.4126,-4.277466,5.091912,90.63927,-179.7633,-84.46948,48.97803,-139.0141,17.61372,-79.89127,2.360263,43.13977,-77.60413,5.306104,67.92097,-69.4798,13.34342,1,1,0.1960784,0.4
-27.98911,170.1626,-36.73401,14.24708,144.4552,-27.84644,43.45819,126.1168,-33.46347,77.11572,-90.4126,-4.277466,5.091912,90.63927,-179.7633,-84.46948,48.97805,-139.0142,17.9487,-79.86224,2.390584,43.78584,-77.5062,5.391123,68.93117,-68.79282,14.00244,1,1,0.2039216,0.4196078
-27.70261,170.5023,-36.76816,14.49203,144.7401,-28.00296,43.64266,126.2302,-33.76874,77.11571,-90.4126,-4.277466,5.091908,90.63928,-179.7633,-84.46948,48.97801,-139.0141,18.61841,-79.8035,2.451601,45.07929,-77.30255,5.568485,70.9449,-67.20432,15.53448,1,1,0.2078431,0.4156863
-28.56174,169.4796,-36.65961,13.75923,143.8841,-27.53009,43.09037,125.8869,-32.85394,77.11572,-90.4126,-4.277466,5.09191,90.63927,-179.7633,-84.46942,48.97803,-139.0142,18.9531,-79.77377,2.482287,45.72665,-77.19659,5.661045,71.94729,-66.27942,16.43089,1,1,0.2117647,0.4352941
-29.17554,168.9038,-36.48145,13.06801,143.5991,-27.08896,42.3684,126.2384,-31.89822,75.46565,-90.16565,-4.256561,8.984535,90.8789,-179.7366,-79.31592,70.41484,-160.2761,19.95658,-79.68329,2.575143,47.67107,-76.86084,5.955701,74.92628,-62.77911,19.84462,0.9960784,0.972549,0.227451,0.4470588
-28.86908,169.1929,-36.57071,13.4138,143.7434,-27.30872,42.731,126.0672,-32.3725,75.9393,-90.23383,-4.259827,7.865708,90.80981,-179.745,-80.88672,66.74045,-156.6518,20.62497,-79.62177,2.637723,48.96914,-76.62064,6.167734,76.87547,-59.57745,22.98762,0.9960784,0.9803922,0.2313726,0.4431373
-28.56174,169.4796,-36.65958,13.75924,143.8841,-27.53009,43.09037,125.8869,-32.85394,76.88132,-90.37576,-4.272736,5.64402,90.67313,-179.7599,-83.81699,54.1046,-144.1158,21.62655,-79.52768,2.73264,50.91865,-76.23264,6.512314,79.69579,-52.55173,29.92388,1,0.9960784,0.2431373,0.4352941
-28.84787,169.1363,-36.61929,13.51638,143.5978,-27.37021,42.90707,125.7704,-32.54968,77.11572,-90.4126,-4.277466,5.091913,90.63928,-179.7633,-84.46945,48.97808,-139.0142,21.96014,-79.49585,2.76457,51.56904,-76.09515,6.635016,80.5903,-49.29431,33.1511,0.9960784,1,0.2470588,0.4431373
-29.33878,168.7869,-36.41324,12.84276,143.5978,-26.9502,42.09538,126.4657,-31.57858,76.88132,-90.37579,-4.272736,5.644023,90.67313,-179.7599,-83.81699,54.10461,-144.1158,22.62683,-79.4314,2.828883,52.87056,-75.80676,6.89339,82.26056,-40.59546,41.78893,0.9882353,0.9960784,0.254902,0.454902
-29.64374,168.4941,-36.32385,12.49606,143.4477,-26.73355,41.72683,126.6212,-31.11688,76.64651,-90.33945,-4.268585,6.197443,90.70711,-179.7564,-83.12347,58.23976,-148.2261,22.62683,-79.4314,2.828885,52.87057,-75.80676,6.893398,82.26059,-40.59543,41.78896,0.9843137,0.9921569,0.254902,0.4627451
-31.19272,167.105,-35.78854,10.53735,142.9188,-25.57245,39.44603,127.7969,-28.61716,74.27383,-90.00214,-4.256348,11.80467,91.05417,-179.7131,-75.24045,76.18192,-165.9173,20.29084,-79.65262,2.606369,48.31995,-76.74246,6.060061,75.90575,-61.28821,21.30626,0.9568627,0.9529412,0.227451,0.5019608
-33.45239,164.8577,-35.0101,7.61623,141.8491,-23.96384,35.9258,128.9008,-25.35321,72.8292,-89.81659,-4.268829,15.23213,91.26986,-179.6791,-70.18643,80.02171,-169.6048,18.6184,-79.8035,2.451594,45.07929,-77.30255,5.568478,70.94489,-67.20432,15.53447,0.9019608,0.8980392,0.2039216,0.5843138
-38.18777,159.2717,-33.20398,0.9679525,138.7081,-20.7507,27.32472,129.5479,-19.47919,60.99724,-88.5545,-4.642609,43.63536,93.34752,-179.047,-27.68814,88.46486,-176.7826,13.589,-80.22266,2.005062,35.42599,-78.61166,4.440474,55.74688,-74.60745,8.538159,0.827451,0.7450981,0.1490196,0.6901961
-42.8739,152.5018,-30.91605,-8.341187,135.1239,-17.69501,13.34766,129.405,-14.38525,56.51056,-88.12933,-4.849945,54.52284,94.49228,-178.4503,-11.38922,89.63778,-177.446,7.88525,-80.64206,1.524522,24.64877,-79.65961,3.549426,38.64635,-77.83997,5.724087,0.654902,0.6666667,0.07450981,0.8392157
-45.90356,146.1724,-28.95343,-18.0246,131.8786,-15.96283,-2.712646,128.317,-11.76517,43.92537,-86.97311,-5.532684,84.97134,113.9286,-160.6341,34.4368,92.16415,-178.2206,1.536892,-81.04703,1.009506,12.86302,-80.49872,2.815174,19.98658,-79.70587,4.276538,0.4705882,0.4666667,0,0.945098
-47.50464,140.4221,-27.29877,-26.91193,129.0174,-15.25351,-18.29681,126.901,-10.90079,26.60841,-85.33395,-6.680023,52.55978,-87.83029,-5.09259,83.06865,-91.3295,-5.137665,0.871662,-81.08597,0.9562499,11.64043,-80.57208,2.747962,18.0558,-79.85117,4.172279,0.3411765,0.2588235,0,1
-47.50464,140.4221,-27.29877,-34.84833,131.6545,-16.61047,-33.16931,130.9098,-12.6709,18.03169,-84.45279,-7.35025,32.0946,-85.64026,-4.637177,52.77983,-85.59161,-1.246796,0.8716635,-81.08597,0.9562469,11.64043,-80.57208,2.747969,18.0558,-79.85117,4.172276,0.1568628,0.1411765,0,1
-46.70526,149.8541,-29.80496,-44.70935,145.4954,-22.00339,-51.87314,149.0062,-21.12518,16.32366,-84.26904,-7.493561,28.06029,-85.25659,-4.648621,46.81014,-85.15555,-1.220978,0.8716628,-81.08597,0.9562456,11.64043,-80.57208,2.747967,18.05581,-79.85117,4.172274,0,0.1176471,0,0.9215686
-44.62747,166.2041,-33.60941,-42.84042,161.8159,-25.8941,-49.82132,165.9256,-25.36835,8.419501,-83.37329,-8.206848,9.60286,-83.47845,-5.003418,19.508,-83.25943,-1.545013,0.871663,-81.08597,0.9562455,11.64043,-80.57208,2.747962,18.0558,-79.85117,4.172274,0,0,0,0.7803922
-42.34622,179.4106,-35.99768,-40.69754,175.0767,-28.44321,-47.5434,179.4648,-27.99963,7.860287,-83.3067,-8.260773,8.311193,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716664,-81.08597,0.9562464,11.64043,-80.57205,2.747967,18.0558,-79.85117,4.172279,0,0,0,0.6901961
-41.1311,-174.498,-36.84818,-39.53357,-178.7878,-29.39014,-46.32703,-174.3334,-28.9256,7.860289,-83.3067,-8.260773,8.311198,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716667,-81.08597,0.9562405,11.64044,-80.57208,2.747967,18.05581,-79.85117,4.172275,0,0,0,0.6431373
-40.60004,-171.9711,-37.15012,-39.021,-176.2398,-29.73553,-45.79523,-171.7688,-29.25226,7.860284,-83.3067,-8.260773,8.311196,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.8716615,-81.08597,0.9562368,11.64043,-80.57208,2.74796,18.05581,-79.85117,4.172275,0,0,0,0.6235294
-39.9462,-168.9516,-37.4704,-38.38712,-173.1933,-30.10992,-45.14047,-168.7106,-29.59708,7.860281,-83.3067,-8.260773,8.31119,-83.34735,-5.04657,17.59778,-83.11975,-1.5896,0.871659,-81.08597,0.9562464,11.64042,-80.57205,2.74797,18.0558,-79.85117,4.172282,0,0,0,0.5960785
-39.5015,-166.9478,-37.65808,-37.95425,-171.1705,-30.33481,-44.6951,-166.6848,-29.79816,7.860294,-83.3067,-8.260773,8.311196,-83.34735,-5.04657,17.59779,-83.11975,-1.5896,0.8716651,-81.08594,0.9562448,11.64043,-80.57208,2.747973,18.0558,-79.85117,4.172282,0,0,0,0.5843138
-39.72467,-167.9487,-37.56686,-38.17166,-172.181,-30.22488,-44.91861,-167.6963,-29.70053,7.860288,-83.3067,-8.260773,8.311193,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,0.871662,-81.08597,0.9562406,11.64043,-80.57208,2.747965,18.0558,-79.85117,4.17227,0,0,0,0.5921569
-41.54599,-176.525,-36.58405,-39.9324,179.1694,-29.09259,-46.74243,-176.3941,-28.63892,7.860285,-83.3067,-8.260773,8.311193,-83.34735,-5.0466,17.59778,-83.11975,-1.5896,0.8716593,-81.08597,0.9562383,11.64043,-80.57208,2.747966,18.0558,-79.85117,4.172273,0,0,0,0.6705883
-45.21875,162.1768,-32.74942,-43.38336,157.785,-25.00043,-50.40897,161.7727,-24.41327,36.03011,-86.24173,-6.025208,75.31091,-93.28217,-8.980286,63.06544,94.03695,-177.934,0.8716584,-81.08597,0.9562454,11.64043,-80.57208,2.747969,18.05581,-79.85117,4.172277,0,0.3882353,0,0.8235294
-46.9805,146.9776,-29.06018,-44.94516,142.6366,-21.25772,-52.14032,146.0154,-20.29062,48.6428,-87.40472,-5.261444,73.6711,98.73777,-175.1973,17.26411,91.25919,-178.0638,5.206917,-80.82047,1.305416,19.64998,-80.04724,3.215769,30.72266,-78.75562,4.99081,0,0.5803922,0.0627451,0.9529412
-47.50464,140.4221,-27.29877,-45.37787,136.1356,-19.51071,-52.64145,139.1881,-18.31503,56.24358,-88.10443,-4.863007,55.17203,94.57409,-178.4014,-10.41785,89.69936,-177.4762,12.58207,-80.30084,1.918522,33.51023,-78.82373,4.26002,52.70869,-75.38104,7.841604,0,0.6745098,0.1372549,1
-47.50464,140.4221,-27.29874,-41.79163,134.4385,-18.34003,-46.05634,135.7275,-15.72397,59.9507,-88.45398,-4.688873,46.17075,93.58382,-178.9379,-23.89111,88.76717,-176.9685,12.24642,-80.32648,1.889854,32.87289,-78.89148,4.202426,51.69747,-75.61282,7.635138,0.0627451,0.7411765,0.1137255,1
-47.50464,140.4221,-27.29877,-38.27728,132.9594,-17.38815,-39.55084,133.0633,-13.9364,61.77834,-88.63016,-4.60907,41.74506,93.18005,-179.1196,-30.51962,88.2239,-176.6277,5.541358,-80.79883,1.332607,20.27205,-80.00177,3.255262,31.70805,-78.65359,5.070529,0.1254902,0.7568628,0.05490196,1
-47.50464,140.4221,-27.29874,-33.1694,131.0568,-16.27612,-30.03455,129.9696,-12.18024,62.55611,-88.70612,-4.576477,39.86457,93.0199,-179.1855,-33.33682,87.96864,-176.4576,4.538396,-80.86325,1.2512,18.40835,-80.13583,3.138503,28.75642,-78.95071,4.839895,0.2352941,0.7686275,0.04313726,1
-47.50464,140.4221,-27.29874,-27.30304,129.1374,-15.30823,-19.03302,127.0779,-10.95953,62.8146,-88.73154,-4.565887,39.23996,92.96796,-179.2061,-34.27264,87.88,-176.3972,4.872598,-80.84195,1.278284,19.02875,-80.09192,3.176863,29.73879,-78.85461,4.913995,0.3490196,0.7764706,0.04705882,1
-47.50464,140.4221,-27.29874,-22.17822,127.6269,-14.67538,-9.358002,124.8608,-10.37347,64.35767,-88.88489,-4.504669,35.51604,92.67013,-179.317,-39.85275,87.304,-175.9884,5.875908,-80.77698,1.359841,20.89493,-79.95544,3.295329,32.69493,-78.54843,5.153279,0.4392157,0.7960784,0.05882353,1
-47.50464,140.4221,-27.29877,-18.43289,126.5946,-14.31696,-2.2435,123.3272,-10.1723,66.3933,-89.09268,-4.430511,30.61581,92.30344,-179.4367,-47.19623,86.38081,-175.2833,7.550145,-80.66501,1.49692,24.0212,-79.71118,3.505338,37.65096,-77.96829,5.61907,0.5294118,0.8352941,0.08235294,1
-47.50464,140.4221,-27.29877,-15.39648,125.7916,-14.08325,3.556352,122.0989,-10.13907,68.65285,-89.33276,-4.358856,25.195,91.92302,-179.5419,-55.31683,85.00606,-174.1486,10.56831,-80.45172,1.747811,29.69588,-79.21021,3.931798,46.65534,-76.61804,6.754427,0.5921569,0.8745098,0.1176471,1
-45.51547,146.0974,-29.12335,-11.26172,129.8576,-15.71082,9.909042,125.1026,-12.09091,71.61358,-89.66888,-4.287903,18.12408,91.4548,-179.6456,-65.88565,82.04934,-171.5043,11.57512,-80.37717,1.832792,31.60009,-79.02286,4.090846,49.67767,-76.0434,7.254827,0.6666667,0.9098039,0.1254902,0.9058824
-40.73801,155.5532,-32.05011,-2.984894,136.3658,-19.05728,21.88817,128.9018,-16.74265,74.51303,-90.03406,-4.255524,11.238,91.01881,-179.7181,-76.06796,75.2893,-165.05,11.57512,-80.37717,1.832791,31.60007,-79.02286,4.090851,49.67767,-76.0434,7.254843,0.7843137,0.9647059,0.1254902,0.7490196
-36.08823,161.9668,-34.0325,3.943288,140.3509,-22.14487,31.21872,129.6729,-21.89435,77.11572,-90.4126,-4.277496,5.091915,90.63927,-179.7633,-84.46954,48.97802,-139.0141,12.24642,-80.32648,1.889852,32.87289,-78.89148,4.202423,51.69748,-75.61285,7.63514,0.8784314,1,0.1372549,0.6196079
-32.40012,165.9091,-35.38596,9.022656,142.3349,-24.71454,37.66438,128.3774,-26.86319,76.41125,-90.30374,-4.265106,6.752195,90.74123,-179.7527,-82.39923,61.61462,-151.576,12.24642,-80.32648,1.889856,32.87289,-78.89148,4.202421,51.69746,-75.61282,7.635147,0.9372549,0.9843137,0.1294118,0.5294118
-31.94714,166.356,-35.54199,9.605941,142.5448,-25.03839,38.36465,128.147,-27.52341,76.1755,-90.26855,-4.262207,7.308286,90.77545,-179.7489,-81.65198,64.40462,-154.341,12.58208,-80.30084,1.918525,33.51022,-78.82373,4.260016,52.70867,-75.38104,7.841598,0.9411765,0.9803922,0.1372549,0.5254902
-31.78946,166.4847,-35.60672,9.83779,142.5676,-25.16296,38.66401,127.9793,-27.79349,76.88134,-90.37579,-4.272736,5.64402,90.67314,-179.7599,-83.81696,54.10461,-144.1158,14.93132,-80.1156,2.121779,37.98867,-78.30652,4.701058,59.80562,-73.34491,9.69589,0.9490196,0.9960784,0.1647059,0.5176471
-31.33286,166.9226,-35.76324,10.41836,142.7639,-25.49402,39.3512,127.7143,-28.48071,77.11572,-90.4126,-4.277466,5.09191,90.63927,-179.7633,-84.46948,48.97803,-139.0142,16.94351,-79.94864,2.299961,41.849,-77.79269,5.142854,65.89599,-70.6839,12.19471,0.9568627,1,0.1882353,0.5058824
-31.80786,166.5413,-35.5686,9.724261,142.703,-25.11646,38.46007,128.2358,-27.65613,77.11572,-90.41263,-4.277496,5.091912,90.63927,-179.7633,-84.46945,48.97801,-139.0141,16.9435,-79.94867,2.299961,41.84901,-77.79269,5.142863,65.89597,-70.6839,12.19472,0.945098,1,0.1882353,0.5176471
-31.6499,166.6691,-35.63309,9.956255,142.7247,-25.24121,38.75917,128.0661,-27.92743,77.11572,-90.4126,-4.277466,5.091918,90.63927,-179.7633,-84.46942,48.97798,-139.0141,17.27864,-79.92007,2.330054,42.49416,-77.69958,5.223375,66.90907,-70.1077,12.74329,0.9529412,1,0.1921569,0.509804
-31.49158,166.7962,-35.69797,10.18762,142.745,-25.3671,39.05621,127.8923,-28.2023,77.11572,-90.4126,-4.277466,5.091913,90.63928,-179.7633,-84.46942,48.97801,-139.0141,17.61371,-79.89127,2.360254,43.13977,-77.60413,5.306103,67.92094,-69.4798,13.34341,0.9529412,1,0.1960784,0.509804
-32.10449,166.2266,-35.47763,9.373477,142.5207,-24.91492,38.06333,128.3107,-27.25674,77.11572,-90.4126,-4.277496,5.091912,90.63928,-179.7633,-84.46948,48.97801,-139.0141,17.9487,-79.86224,2.390577,43.78584,-77.5062,5.391129,68.93117,-68.79279,14.00245,0.9411765,1,0.2,0.5254902
-31.6499,166.6691,-35.63309,9.956253,142.7247,-25.24121,38.75917,128.0661,-27.92743,77.11575,-90.4126,-4.277466,5.091912,90.63927,-179.7633,-84.46945,48.97803,-139.0141,19.6222,-79.71368,2.544063,47.02256,-76.97589,5.854521,73.93904,-64.08865,18.5641,0.9490196,1,0.2196078,0.5137255
-32.24344,166.0401,-35.45023,9.255552,142.3615,-24.83676,37.96788,128.2198,-27.12521,77.11573,-90.4126,-4.277466,5.091913,90.63927,-179.7633,-84.46942,48.97806,-139.0142,19.28771,-79.74384,2.513112,46.37442,-77.08777,5.756334,72.94566,-65.24731,17.43429,0.9372549,1,0.2117647,0.5294118
-31.94714,166.356,-35.54199,9.605932,142.5449,-25.03839,38.36465,128.147,-27.52341,77.11575,-90.41263,-4.277496,5.091912,90.63928,-179.7633,-84.46948,48.97799,-139.0141,17.94871,-79.86224,2.390587,43.78584,-77.5062,5.391119,68.93116,-68.79279,14.00245,0.945098,1,0.2,0.5215687
-32.40015,165.9091,-35.38599,9.022653,142.3349,-24.71454,37.66437,128.3774,-26.86322,77.11575,-90.4126,-4.277435,5.091914,90.63927,-179.7633,-84.46942,48.97803,-139.0142,17.27865,-79.92007,2.330058,42.49417,-77.69958,5.223382,66.90907,-70.1077,12.74329,0.9372549,1,0.1921569,0.5333334
-33.16068,165.1861,-35.10315,7.968294,142.0496,-24.15839,36.33504,128.8675,-25.72253,77.11575,-90.4126,-4.277496,5.091915,90.63927,-179.7633,-84.46951,48.97802,-139.0141,17.61372,-79.89127,2.360254,43.13977,-77.60413,5.306096,67.92093,-69.4798,13.34341,0.9215686,1,0.1960784,0.5529412
-34.79163,163.4767,-34.50983,5.72368,141.2108,-23.01849,33.49172,129.5021,-23.49866,75.70267,-90.19952,-4.257935,8.424457,90.8443,-179.7409,-80.10712,68.7196,-158.606,18.2836,-79.83298,2.42103,44.43235,-77.4057,5.478555,69.93933,-68.03784,14.72928,0.8901961,0.9764706,0.2039216,0.5960785
-34.33749,163.9085,-34.69595,6.438447,141.3512,-23.35126,34.46275,129.1787,-24.16864,76.64651,-90.33948,-4.268616,6.197443,90.70711,-179.7564,-83.12347,58.23967,-148.226,17.61371,-79.89127,2.360257,43.13977,-77.60413,5.306096,67.92095,-69.4798,13.34341,0.9019608,0.9921569,0.1960784,0.5843138
-34.92654,163.2764,-34.47552,5.609486,141.0377,-22.94101,33.3955,129.3865,-23.38046,76.41125,-90.30374,-4.265106,6.752192,90.74123,-179.7527,-82.39929,61.61461,-151.576,16.9435,-79.94864,2.299962,41.849,-77.79269,5.142853,65.89598,-70.6839,12.1947,0.8901961,0.9882353,0.1882353,0.6
-36.51443,161.4462,-33.87057,3.348683,140.0435,-21.86029,30.44971,129.688,-21.38681,77.11573,-90.4126,-4.277466,5.091908,90.63927,-179.7633,-84.46942,48.97801,-139.0141,16.60828,-79.97702,2.269996,41.20433,-77.88354,5.064432,64.88197,-71.21454,11.69155,0.854902,1,0.1843137,0.6509804
-37.35754,160.3779,-33.54141,2.158545,139.397,-21.30005,28.89644,129.6575,-20.40945,77.11572,-90.4126,-4.277435,5.091915,90.63927,-179.7633,-84.46948,48.97803,-139.0141,15.60227,-80.06082,2.180746,39.27335,-78.14325,4.840972,61.83659,-72.58228,10.40511,0.8431373,1,0.172549,0.6666667
-36.22092,161.7593,-33.9942,3.831306,140.1713,-22.06708,31.12303,129.5468,-21.78101,77.11572,-90.41263,-4.277496,5.091914,90.63927,-179.7633,-84.46945,48.97806,-139.0142,14.59579,-80.1427,2.09245,37.34714,-78.38538,4.633592,58.79037,-73.69012,9.37708,0.8666667,1,0.1568628,0.6352941
-35.94052,162.1207,-34.09418,4.184184,140.4115,-22.24954,31.55326,129.5954,-22.09604,77.11573,-90.4126,-4.277466,5.091912,90.63927,-179.7633,-84.46945,48.97797,-139.0141,13.92464,-80.19623,2.034091,36.06581,-78.5379,4.50336,56.76091,-74.31964,8.800021,0.8705882,1,0.1529412,0.6235294
-35.65897,162.4786,-34.1929,4.537388,140.6479,-22.43268,31.98227,129.6371,-22.41516,77.11575,-90.41263,-4.277496,5.091914,90.63927,-179.7633,-84.46948,48.97797,-139.0141,13.92463,-80.19623,2.034088,36.06581,-78.5379,4.503362,56.76089,-74.31964,8.800015,0.8784314,1,0.1529412,0.6196079
-35.36093,162.7791,-34.31641,5.017407,140.7593,-22.64627,32.64392,129.4611,-22.83325,77.11572,-90.4126,-4.277466,5.091906,90.63927,-179.7633,-84.46948,48.978,-139.0141,14.59579,-80.1427,2.092446,37.34715,-78.38538,4.633595,58.79038,-73.69016,9.377082,0.8823529,1,0.1607843,0.6117647
-35.36093,162.7791,-34.31641,5.017414,140.7593,-22.64624,32.64394,129.4611,-22.83325,77.11575,-90.4126,-4.277466,5.091912,90.63927,-179.7633,-84.46948,48.97806,-139.0142,15.93765,-80.03311,2.210381,39.9165,-78.05872,4.913575,62.85205,-72.15955,10.8009,0.8784314,1,0.1764706,0.6156863
-35.07684,163.1296,-34.41364,5.370437,140.9868,-22.83197,33.06853,129.4852,-23.16373,77.11575,-90.4126,-4.277466,5.09191,90.63927,-179.7633,-84.46942,48.97798,-139.0141,16.27301,-80.00516,2.240138,40.56017,-77.97217,4.988045,63.86721,-71.70493,11.22841,0.8862745,1,0.1803922,0.6039216
-34.92651,163.2764,-34.47556,5.609488,141.0377,-22.94101,33.3955,129.3865,-23.38046,77.11575,-90.4126,-4.277435,5.091911,90.63927,-179.7633,-84.46942,48.97803,-139.0142,16.27299,-80.00516,2.240135,40.56017,-77.97217,4.988043,63.86721,-71.70493,11.2284,0.8901961,1,0.1803922,0.6
-34.92654,163.2764,-34.47556,5.609482,141.0377,-22.94101,33.39549,129.3865,-23.38046,77.11575,-90.41263,-4.277496,5.091916,90.63928,-179.7633,-84.46936,48.97803,-139.0141,17.61372,-79.89127,2.360257,43.13976,-77.60413,5.306098,67.92093,-69.4798,13.3434,0.8901961,1,0.1960784,0.6
-34.92654,163.2764,-34.47556,5.609479,141.0377,-22.94101,33.39549,129.3865,-23.38046,77.11572,-90.41263,-4.277496,5.091911,90.63927,-179.7633,-84.46942,48.97803,-139.0141,19.28771,-79.74384,2.51311,46.37442,-77.08777,5.756327,72.94567,-65.24731,17.4343,0.8901961,1,0.2156863,0.6
-35.36093,162.7791,-34.31641,5.017414,140.7593,-22.64624,32.64393,129.4611,-22.83325,77.11578,-90.4126,-4.277466,5.091907,90.63927,-179.7633,-84.46948,48.97803,-139.0141,19.95658,-79.68329,2.575151,47.67106,-76.86084,5.955708,74.92626,-62.77905,19.84467,0.8823529,1,0.2235294,0.6117647
-35.51016,162.6294,-34.25455,4.777634,140.7043,-22.53903,32.31386,129.5509,-22.62286,77.11571,-90.4126,-4.277466,5.091918,90.63928,-179.7633,-84.46942,48.97808,-139.0142,19.2877,-79.74384,2.513107,46.37442,-77.08777,5.756342,72.94569,-65.24731,17.43429,0.8784314,1,0.2156863,0.6156863
-35.36093,162.7791,-34.31641,5.01741,140.7593,-22.64627,32.64392,129.4611,-22.83325,77.11576,-90.4126,-4.277466,5.091904,90.63927,-179.7633,-84.46942,48.97798,-139.0141,18.6184,-79.8035,2.451598,45.0793,-77.30255,5.568484,70.94493,-67.20432,15.53449,0.8823529,1,0.2078431,0.6078432
-33.16068,165.1861,-35.10315,7.968297,142.0496,-24.15839,36.33504,128.8675,-25.72256,77.11576,-90.4126,-4.277466,5.091908,90.63928,-179.7633,-84.46942,48.97801,-139.0141,17.9487,-79.86224,2.39058,43.78585,-77.5062,5.39114,68.93114,-68.79279,14.00245,0.9215686,1,0.2,0.5529412
-33.00577,165.3211,-35.16629,8.203362,142.083,-24.27637,36.64629,128.7276,-25.97025,77.11573,-90.41263,-4.277496,5.091909,90.63927,-179.7633,-84.46951,48.97797,-139.0141,18.95311,-79.77377,2.482289,45.72665,-77.19659,5.661037,71.94731,-66.27942,16.43088,0.9254902,1,0.2117647,0.5490196
-31.78946,166.4847,-35.60672,9.83779,142.5676,-25.16296,38.66399,127.9793,-27.79349,77.11572,-90.41263,-4.277496,5.091916,90.63926,-179.7633,-84.46948,48.97798,-139.0141,20.29084,-79.65262,2.606364,48.31994,-76.74249,6.060056,75.90575,-61.28821,21.30626,0.9490196,1,0.227451,0.5176471
-31.1738,167.0484,-35.82892,10.64845,142.7814,-25.62207,39.64408,127.5321,-28.76276,77.11573,-90.4126,-4.277466,5.091908,90.63927,-179.7633,-84.46942,48.97805,-139.0142,21.29284,-79.5593,2.700855,50.26852,-76.36591,6.393672,78.77456,-55.28299,27.22263,0.9607843,1,0.2392157,0.4941176
-30.73303,167.5345,-35.94418,11.11666,143.1032,-25.90881,40.1235,127.5027,-29.32654,77.11575,-90.4126,-4.277466,5.091915,90.63927,-179.7633,-84.46945,48.97806,-139.0142,20.95897,-79.59064,2.669218,49.61869,-76.49515,6.27889,77.83292,-57.59702,24.93842,0.9647059,1,0.2352941,0.4901961
-30.41202,167.7795,-36.07675,11.57412,143.1271,-26.17157,40.69724,127.1089,-29.91443,77.11572,-90.4126,-4.277466,5.091915,90.63927,-179.7633,-84.46942,48.97798,-139.0141,18.6184,-79.8035,2.451595,45.07929,-77.30255,5.568481,70.94489,-67.20432,15.53447,0.972549,1,0.1960784,0.4823529
-29.94778,168.1989,-36.23401,12.14906,143.2941,-26.51837,41.35525,126.7678,-30.66208,77.11575,-90.4126,-4.277466,5.09191,90.63927,-179.7633,-84.46948,48.97803,-139.0142,6.880177,-80.71033,1.441914,22.76834,-79.81155,3.419316,35.66431,-78.21194,5.421568,0.9803922,1,0.07058824,0.4705882
-29.806,168.3753,-36.25641,12.26947,143.4426,-26.5975,41.4486,126.8374,-30.8067,77.11572,-90.4126,-4.277466,5.091918,90.63927,-179.7633,-84.46942,48.97801,-139.0141,0.8716567,-81.08597,0.9562448,11.64043,-80.57208,2.747972,18.0558,-79.85117,4.172277,0.9803922,1,0,0.4666667
-30.10947,168.0786,-36.16681,11.92191,143.2866,-26.38382,41.07434,126.9776,-30.35718,77.11569,-90.4126,-4.277466,5.091914,90.63928,-179.7633,-84.46948,48.97803,-139.0141,0.8716603,-81.08597,0.9562433,11.64043,-80.57205,2.747967,18.0558,-79.85117,4.172271,0.9764706,1,0,0.4745098
-29.806,168.3753,-36.25641,12.26947,143.4426,-26.5975,41.4486,126.8374,-30.8067,77.11575,-90.41263,-4.277466,5.091917,90.63926,-179.7633,-84.46951,48.97803,-139.0141,0.8716605,-81.08597,0.9562409,11.64043,-80.57208,2.747965,18.0558,-79.85117,4.172275,0.9803922,1,0,0.4666667
-29.78577,168.3185,-36.30167,12.37552,143.3002,-26.65411,41.63381,126.5537,-30.97086,77.11575,-90.4126,-4.277466,5.091911,90.63927,-179.7633,-84.46942,48.97801,-139.0141,0.8716634,-81.08597,0.9562463,11.64043,-80.57205,2.747971,18.0558,-79.85117,4.172277,0.9843137,1,0,0.4666667
-30.25098,167.9011,-36.14371,11.80182,143.137,-26.30469,40.98077,126.9056,-30.21405,77.11572,-90.4126,-4.277496,5.091918,90.63927,-179.7633,-84.46942,48.97808,-139.0142,0.8716594,-81.08597,0.9562468,11.64043,-80.57208,2.747964,18.0558,-79.85117,4.172277,0.9764706,1,0,0.4784314
-30.27078,167.9579,-36.1001,11.69408,143.2777,-26.25043,40.79116,127.183,-30.05621,77.11572,-90.41263,-4.277496,5.091908,90.63928,-179.7633,-84.46948,48.97801,-139.0141,0.8716654,-81.08597,0.9562452,11.64043,-80.57208,2.747963,18.0558,-79.85117,4.172272,0.972549,1,0,0.4784314
